OBJECTID,FID_NOAA_s,Field1,STATION,STATION_NA,ELEVATION,LATITUDE,LONGITUDE,DATE,Jdate,Year,Month,PRCP,SNWD,SNOW,TAVG,TMAX,TMIN,TOBS,COUNTY_NAM,FID_WI_Cou,DNR_REGION,DNR_CNTY_C,COUNTY_N_1,COUNTY_FIP,Area_km2,Area_mile2
389,562,2777880,GHCND:US1WISW0003,TIGERTON 2.4 SE WI US,312.40000000000,44.71950000000,-89.02230000000,12/20/2013,354,2013,12,1.8,203,25,NA,0.00000000000,0.00000000000,0.00000000000,NA,44,Northeast Region,59,Shawano,115,2354.40547609000,909.04103652200
390,221,2181046,GHCND:USC00472851,FORESTVILLE 4 E WI US,211.50000000000,44.70056000000,-87.39722000000,3/18/2005,77,2005,3,0,76,0,NA,0.00000000000,-7.20000000000,-6.70000000000,Door,51,Northeast Region,15,Door,29,1264.03079342000,488.04501786800
391,283,2440818,GHCND:US1WIEC0002,EAU CLAIRE 7.2 SSE WI US,278.30000000000,44.72230000000,-91.44630000000,4/18/2008,109,2008,4,18,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,42,West Central Region,18,Eau Claire,35,1670.53091944000,644.99559399000
392,50,499228,GHCND:USC00472447,EAU PLEINE RESERVOIR WI US,344.70000000000,44.73300000000,-89.75800000000,10/19/2009,292,2009,10,0.3,0,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,46,West Central Region,37,Marathon,73,4079.19465469000,1574.98586150000
393,502,2741610,GHCND:US1WIMT0010,HATLEY 11.3 SSW WI US,358.40000000000,44.73480000000,-89.42120000000,11/20/2015,324,2015,11,2.8,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,46,West Central Region,37,Marathon,73,4079.19465469000,1574.98586150000
394,324,2494042,GHCND:US1WIPC0001,ELLSWORTH 3.6 E WI US,306.90000000000,44.73230000000,-92.40600000000,5/1/2007,121,2007,5,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,43,West Central Region,48,Pierce,93,1535.00184121000,592.66752433300
395,52,511716,GHCND:USC00472556,ELLSWORTH 1 E WI US,313.90000000000,44.73972000000,-92.46444000000,4/29/2001,119,2001,4,0,0,0,NA,26.70000000000,11.10000000000,26.10000000000,Pierce,43,West Central Region,48,Pierce,93,1535.00184121000,592.66752433300
396,137,1413389,GHCND:USC00477349,ROSHOLT 9 NNE WI US,353.60000000000,44.76667000000,-89.25000000000,8/4/1985,216,1985,8,0,0,0,NA,26.10000000000,8.90000000000,18.90000000000,Marathon,46,West Central Region,37,Marathon,73,4079.19465469000,1574.98586150000
397,140,1444849,GHCND:USC00477708,SHAWANO 2 SSW WI US,245.70000000000,44.76300000000,-88.61830000000,9/3/2013,246,2013,9,0,0,0,NA,18.30000000000,6.70000000000,8.30000000000,Shawano,44,Northeast Region,59,Shawano,115,2354.40547609000,909.04103652200
398,460,2719831,GHCND:US1WIDN0009,MENOMONIE 10.2 SSE WI US,253.00000000000,44.76380000000,-91.80040000000,4/2/2015,92,2015,4,10.7,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,48,West Central Region,17,Dunn,33,2236.63041097000,863.56782964700
399,469,2722514,GHCND:US1WIEC0012,EAU CLAIRE 3.1 S WI US,266.10000000000,44.77650000000,-91.50320000000,3/12/2014,71,2014,3,0,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,42,West Central Region,18,Eau Claire,35,1670.53091944000,644.99559399000
400,527,2755691,GHCND:US1WIPC0012,PRESCOTT 0.5 NE WI US,273.40000000000,44.75510000000,-92.78260000000,6/25/2014,176,2014,6,2.5,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,43,West Central Region,48,Pierce,93,1535.00184121000,592.66752433300
401,523,2752803,GHCND:US1WIPC0008,PRESCOTT 0.6 NW WI US,244.10000000000,44.75640000000,-92.79970000000,11/26/2013,330,2013,11,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,43,West Central Region,48,Pierce,93,1535.00184121000,592.66752433300
402,220,2175235,GHCND:USC00472425,EAU CLAIRE 3 SW WI US,268.20000000000,44.78780000000,-91.51640000000,5/28/2006,148,2006,5,0,0,0,NA,0.00000000000,0.00000000000,0.00000000000,Eau Claire,42,West Central Region,18,Eau Claire,35,1670.53091944000,644.99559399000
403,522,2751637,GHCND:US1WIPC0007,ELLSWORTH 5.9 WNW WI US,360.00000000000,44.77480000000,-92.58720000000,10/1/2010,274,2010,10,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,43,West Central Region,48,Pierce,93,1535.00184121000,592.66752433300
404,465,2721581,GHCND:US1WIDR0009,BRUSSELS 3.3 N WI US,219.20000000000,44.78430000000,-87.61900000000,8/20/2015,232,2015,8,3.6,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,51,Northeast Region,15,Door,29,1264.03079342000,488.04501786800
405,524,2753881,GHCND:US1WIPC0009,BELDENVILLE 7.2 ENE WI US,289.30000000000,44.79070000000,-92.36390000000,5/5/2013,125,2013,5,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,43,West Central Region,48,Pierce,93,1535.00184121000,592.66752433300
406,153,1580855,GHCND:USC00478241,STRATFORD 1 NW WI US,375.20000000000,44.81750000000,-90.08990000000,9/16/2009,259,2009,9,0,0,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,46,West Central Region,37,Marathon,73,4079.19465469000,1574.98586150000
407,468,2722384,GHCND:US1WIEC0009,EAU CLAIRE 0.9 SE WI US,264.30000000000,44.81360000000,-91.47720000000,5/11/2013,131,2013,5,0.8,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,42,West Central Region,18,Eau Claire,35,1670.53091944000,644.99559399000
408,467,2721760,GHCND:US1WIEC0004,EAU CLAIRE 2.8 W WI US,271.60000000000,44.81720000000,-91.55000000000,8/4/2010,216,2010,8,14,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,42,West Central Region,18,Eau Claire,35,1670.53091944000,644.99559399000
409,459,2719718,GHCND:US1WIDN0007,EAU CLAIRE 7.8 W WI US,265.20000000000,44.82160000000,-91.65190000000,6/11/2014,162,2014,6,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,48,West Central Region,17,Dunn,33,2236.63041097000,863.56782964700
410,470,2722816,GHCND:US1WIEC0014,EAU CLAIRE 3.0 W WI US,270.70000000000,44.82520000000,-91.55230000000,3/1/2015,60,2015,3,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,42,West Central Region,18,Eau Claire,35,1670.53091944000,644.99559399000
411,503,2741822,GHCND:US1WIMT0011,EVERGREEN 1.7 E WI US,364.80000000000,44.83950000000,-89.60400000000,7/7/2015,188,2015,7,14,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,46,West Central Region,37,Marathon,73,4079.19465469000,1574.98586150000
412,501,2741489,GHCND:US1WIMT0009,KRONENWETTER 1.7 NNW WI US,363.90000000000,44.84420000000,-89.60810000000,5/17/2014,137,2014,5,0,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,46,West Central Region,37,Marathon,73,4079.19465469000,1574.98586150000
413,520,2749854,GHCND:US1WIPC0004,RIVER FALLS 3.0 SE WI US,322.50000000000,44.82670000000,-92.57640000000,4/28/2010,118,2010,4,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,43,West Central Region,48,Pierce,93,1535.00184121000,592.66752433300
414,336,2508440,GHCND:US1WISW0001,CECIL 5.6 ENE WI US,242.90000000000,44.84920000000,-88.34720000000,3/28/2007,87,2007,3,0.8,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,44,Northeast Region,59,Shawano,115,2354.40547609000,909.04103652200
415,619,2819152,GHCND:USC00478081,SPRING VALLEY DOWNTOWN WI US,280.40000000000,44.84111000000,-92.23917000000,3/12/2011,71,2011,3,NA,NA,10,NA,0.00000000000,0.00000000000,0.00000000000,NA,43,West Central Region,48,Pierce,93,1535.00184121000,592.66752433300
416,464,2721357,GHCND:US1WIDR0007,STURGEON BAY 2.6 WNW WI US,215.20000000000,44.83560000000,-87.41740000000,4/20/2015,110,2015,4,5.3,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,51,Northeast Region,15,Door,29,1264.03079342000,488.04501786800
417,525,2754458,GHCND:US1WIPC0010,RIVER FALLS 1.4 S WI US,296.90000000000,44.83580000000,-92.62100000000,8/29/2013,241,2013,8,0,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,43,West Central Region,48,Pierce,93,1535.00184121000,592.66752433300
418,521,2749960,GHCND:US1WIPC0005,RIVER FALLS 1.2 SSW WI US,274.90000000000,44.84030000000,-92.63500000000,6/24/2010,175,2010,6,1.8,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,43,West Central Region,48,Pierce,93,1535.00184121000,592.66752433300
419,24,244321,GHCND:USC00470991,BOWLER WI US,328.90000000000,44.86667000000,-88.98333000000,10/15/1982,288,1982,10,0,0,0,NA,17.20000000000,5.00000000000,6.10000000000,Shawano,44,Northeast Region,59,Shawano,115,2354.40547609000,909.04103652200
420,148,1525669,GHCND:USC00478080,SPRING VALLEY WI US,281.00000000000,44.85000000000,-92.23333000000,10/6/1985,279,1985,10,0,0,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,43,West Central Region,48,Pierce,93,1535.00184121000,592.66752433300
421,241,2297566,GHCND:USC00478190,STOCKBRIDGE MUNSEE RES WI US,320.00000000000,44.87000000000,-88.90440000000,4/15/2014,105,2014,4,0,102,0,NA,-1.70000000000,-12.80000000000,-6.10000000000,Shawano,44,Northeast Region,59,Shawano,115,2354.40547609000,909.04103652200
422,184,1941929,GHCND:USW00014991,EAU CLAIRE REGIONAL AIRPORT WI US,270.70000000000,44.86667000000,-91.48333000000,12/2/1981,336,1981,12,0,50.8,0,NA,0.60000000000,-5.00000000000,0.00000000000,Chippewa,50,West Central Region,9,Chippewa,17,2695.24136808000,1040.63851014000
423,136,1400637,GHCND:USC00477226,RIVER FALLS WI US,278.90000000000,44.85417000000,-92.61222000000,5/7/2005,127,2005,5,0,0,0,NA,23.30000000000,10.00000000000,12.80000000000,Pierce,43,West Central Region,48,Pierce,93,1535.00184121000,592.66752433300
424,325,2496866,GHCND:US1WIPC0003,RIVER FALLS 0.4 E WI US,279.20000000000,44.85590000000,-92.61270000000,7/1/2008,183,2008,7,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,43,West Central Region,48,Pierce,93,1535.00184121000,592.66752433300
425,500,2740158,GHCND:US1WIMT0003,SCHOFIELD 2.1 SSE WI US,401.10000000000,44.88730000000,-89.59590000000,7/1/2010,182,2010,7,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,46,West Central Region,37,Marathon,73,4079.19465469000,1574.98586150000
426,95,963545,GHCND:USC00475335,MENOMONIE WI US,237.70000000000,44.87430000000,-91.93640000000,12/16/2010,350,2010,12,0,NA,0,NA,-11.70000000000,-27.80000000000,-12.20000000000,Dunn,48,West Central Region,17,Dunn,33,2236.63041097000,863.56782964700
427,526,2755136,GHCND:US1WIPC0011,RIVER FALLS 0.7 NW WI US,276.80000000000,44.86220000000,-92.63120000000,4/9/2014,99,2014,4,0,0,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,43,West Central Region,48,Pierce,93,1535.00184121000,592.66752433300
428,458,2718629,GHCND:US1WIDN0005,ELK MOUND 1.3 NE WI US,296.90000000000,44.88630000000,-91.66680000000,8/1/2012,214,2012,8,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,48,West Central Region,17,Dunn,33,2236.63041097000,863.56782964700
429,318,2484767,GHCND:US1WIOC0003,GILLETT 8.0 W WI US,272.80000000000,44.89370000000,-88.46970000000,7/18/2008,200,2008,7,36.3,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,53,Northeast Region,43,Oconto,83,2632.68808648000,1016.48655309000
430,557,2774857,GHCND:US1WISC0020,RIVER FALLS 1.5 NNW WI US,284.70000000000,44.87370000000,-92.63720000000,5/18/2014,138,2014,5,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,49,West Central Region,56,Saint Croix,109,1905.92041506000,735.87998636000
431,550,2772710,GHCND:US1WISC0004,RIVER FALLS 4.1 ENE WI US,310.90000000000,44.87920000000,-92.54370000000,1/28/2010,28,2010,1,0,241,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,49,West Central Region,56,Saint Croix,109,1905.92041506000,735.87998636000
432,110,1127283,GHCND:USC00476208,OCONTO 4 W WI US,201.20000000000,44.89190000000,-87.95500000000,10/30/2009,303,2009,10,37.1,0,0,NA,11.70000000000,9.40000000000,11.70000000000,Oconto,53,Northeast Region,43,Oconto,83,2632.68808648000,1016.48655309000
433,154,1593570,GHCND:USC00478267,STURGEON BAY EXPERIMENTAL FAR WI US,213.10000000000,44.87972000000,-87.33556000000,2/8/2012,39,2012,2,0,0,0,NA,-2.20000000000,-10.00000000000,-9.40000000000,Door,51,Northeast Region,15,Door,29,1264.03079342000,488.04501786800
434,306,2469603,GHCND:US1WIMT0001,SCHOFIELD 3.3 E WI US,370.90000000000,44.91810000000,-89.54470000000,3/10/2007,69,2007,3,0.3,330,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,46,West Central Region,37,Marathon,73,4079.19465469000,1574.98586150000
435,180,1897297,GHCND:USW00014897,WAUSAU ASOS WI US,364.50000000000,44.92861000000,-89.62667000000,10/2/2008,276,2008,10,2,0,0,NA,14.40000000000,1.70000000000,0.00000000000,Marathon,46,West Central Region,37,Marathon,73,4079.19465469000,1574.98586150000
436,216,2162106,GHCND:USC00471578,CHIPPEWA FALLS WI US,259.10000000000,44.92770000000,-91.40810000000,1/24/2009,24,2009,1,0,254,0,NA,0.00000000000,0.00000000000,0.00000000000,Chippewa,50,West Central Region,9,Chippewa,17,2695.24136808000,1040.63851014000
437,551,2772817,GHCND:US1WISC0007,HAMMOND 3.7 S WI US,355.10000000000,44.92030000000,-92.44740000000,11/3/2013,307,2013,11,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,49,West Central Region,56,Saint Croix,109,1905.92041506000,735.87998636000
438,245,2314998,GHCND:USC00478969,WAUSAU WSAW TV WI US,360.00000000000,44.94630000000,-89.62220000000,3/14/2006,73,2006,3,0,76,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,46,West Central Region,37,Marathon,73,4079.19465469000,1574.98586150000
439,33,334530,GHCND:USC00471308,CEDAR FALLS HYDRO PLANT WI US,253.00000000000,44.93333000000,-91.88333000000,5/11/1987,131,1987,5,9.9,0,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,48,West Central Region,17,Dunn,33,2236.63041097000,863.56782964700
440,43,437560,GHCND:USC00471931,CURTISS WI US,417.90000000000,44.95000000000,-90.43333000000,3/14/1983,73,1983,3,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,45,West Central Region,10,Clark,19,3153.81194827000,1217.69360102000
441,308,2472924,GHCND:US1WIMT0005,WAUSAU 1.6 E WI US,410.60000000000,44.95860000000,-89.61200000000,9/17/2009,260,2009,9,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,46,West Central Region,37,Marathon,73,4079.19465469000,1574.98586150000
442,620,2820092,GHCND:USC00478111,STANLEY 2 WI US,326.10000000000,44.95889000000,-90.94889000000,10/12/2011,285,2011,10,0,0,0,NA,22.20000000000,10.00000000000,12.20000000000,Chippewa,50,West Central Region,9,Chippewa,17,2695.24136808000,1040.63851014000
443,553,2773784,GHCND:US1WISC0010,HUDSON 4.3 ESE WI US,316.40000000000,44.93460000000,-92.66690000000,5/8/2012,129,2012,5,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,49,West Central Region,56,Saint Croix,109,1905.92041506000,735.87998636000
444,113,1165223,GHCND:USC00476357,OWEN 3 W WI US,378.60000000000,44.96667000000,-90.60000000000,6/16/2000,168,2000,6,6.4,0,0,NA,20.00000000000,12.80000000000,13.90000000000,Clark,45,West Central Region,10,Clark,19,3153.81194827000,1217.69360102000
445,307,2470994,GHCND:US1WIMT0004,WAUSAU 1.7 ENE WI US,370.30000000000,44.96940000000,-89.61090000000,8/30/2008,243,2008,8,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,46,West Central Region,37,Marathon,73,4079.19465469000,1574.98586150000
446,149,1535103,GHCND:USC00478110,STANLEY WWTP WI US,329.20000000000,44.96667000000,-90.93333000000,2/8/1995,39,1995,2,0,NA,0,NA,-4.40000000000,-20.00000000000,-4.40000000000,Chippewa,50,West Central Region,9,Chippewa,17,2695.24136808000,1040.63851014000
447,433,2706790,GHCND:US1WICH0002,STANLEY 0.4 NNE WI US,334.40000000000,44.96840000000,-90.93900000000,6/8/2012,160,2012,6,10.7,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,50,West Central Region,9,Chippewa,17,2695.24136808000,1040.63851014000
448,432,2706628,GHCND:US1WICH0001,CADOTT 1.6 NNE WI US,313.60000000000,44.97390000000,-91.14120000000,8/19/2010,231,2010,8,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,50,West Central Region,9,Chippewa,17,2695.24136808000,1040.63851014000
449,554,2774028,GHCND:US1WISC0014,HUDSON 2.0 ESE WI US,280.40000000000,44.95170000000,-92.70790000000,10/8/2013,281,2013,10,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,49,West Central Region,56,Saint Croix,109,1905.92041506000,735.87998636000
450,207,2126413,GHCND:US1WIMM0001,NEOPIT 0.2 WSW WI US,322.20000000000,44.98040000000,-88.82930000000,6/17/1998,168,1998,6,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,47,Northeast Region,40,Menominee,78,944.88680285800,364.82283420900
451,12,125962,GHCND:USC00470486,BALDWIN WI US,335.30000000000,44.96333000000,-92.39056000000,4/29/2006,119,2006,4,2,0,0,NA,0.00000000000,0.00000000000,0.00000000000,Saint Croix,49,West Central Region,56,Saint Croix,109,1905.92041506000,735.87998636000
452,466,2721714,GHCND:US1WIDR0010,EGG HARBOR 6.1 SSW WI US,240.50000000000,44.96400000000,-87.33960000000,11/10/2015,314,2015,11,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,51,Northeast Region,15,Door,29,1264.03079342000,488.04501786800
453,400,2656329,GHCND:USC00477230,ROBERTS WWTP WI US,298.70000000000,44.97070000000,-92.56200000000,9/24/2015,267,2015,9,16.8,0,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,49,West Central Region,56,Saint Croix,109,1905.92041506000,735.87998636000
454,552,2773032,GHCND:US1WISC0009,HAMMOND 0.4 NE WI US,354.50000000000,44.97640000000,-92.43050000000,3/24/2012,84,2012,3,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,49,West Central Region,56,Saint Croix,109,1905.92041506000,735.87998636000
455,243,2302430,GHCND:USC00478376,SURING WI US,241.40000000000,44.99580000000,-88.37860000000,4/2/2012,93,2012,4,0,NA,NA,NA,13.90000000000,2.80000000000,3.30000000000,Oconto,53,Northeast Region,43,Oconto,83,2632.68808648000,1016.48655309000
456,556,2774518,GHCND:US1WISC0017,ROBERTS 0.3 WSW WI US,313.90000000000,44.98330000000,-92.55700000000,9/4/2013,247,2013,9,0,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,49,West Central Region,56,Saint Croix,109,1905.92041506000,735.87998636000
457,197,2065319,GHCND:USC00476510,PESHTIGO WI US,182.90000000000,45.02028000000,-87.73417000000,12/12/2006,346,2006,12,1.5,0,0,NA,0.00000000000,0.00000000000,0.00000000000,Marinette,59,Northeast Region,38,Marinette,75,3702.10311209000,1429.39000291000
458,26,257297,GHCND:USC00471044,SURING WI US,262.10000000000,45.03333000000,-88.41667000000,11/6/1988,311,1988,11,9.1,51,76,NA,5.60000000000,-0.60000000000,1.70000000000,Oconto,53,Northeast Region,43,Oconto,83,2632.68808648000,1016.48655309000
459,461,2720033,GHCND:US1WIDR0001,BAILEYS HARBOR 4.5 SSW WI US,200.90000000000,45.00930000000,-87.17240000000,6/24/2013,175,2013,6,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,51,Northeast Region,15,Door,29,1264.03079342000,488.04501786800
460,387,2614555,GHCND:USC00474027,JIM FALLS 3 NW WI US,323.40000000000,45.08300000000,-91.33100000000,5/7/2010,127,2010,5,0,0,0,NA,0.00000000000,0.00000000000,0.00000000000,Chippewa,50,West Central Region,9,Chippewa,17,2695.24136808000,1040.63851014000
461,555,2774387,GHCND:US1WISC0016,NEW RICHMOND 3.1 S WI US,303.90000000000,45.07790000000,-92.54230000000,4/16/2014,106,2014,4,0,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,49,West Central Region,56,Saint Croix,109,1905.92041506000,735.87998636000
462,281,2437896,GHCND:US1WIDN0001,BOYCEVILLE 3.3 N WI US,324.30000000000,45.08910000000,-92.02760000000,4/11/2008,102,2008,4,25.4,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,48,West Central Region,17,Dunn,33,2236.63041097000,863.56782964700
463,22,223588,GHCND:USC00470904,BLOOMER WI US,299.00000000000,45.10000000000,-91.48333000000,11/23/1982,327,1982,11,0,0,0,NA,1.70000000000,-10.00000000000,-8.90000000000,Chippewa,50,West Central Region,9,Chippewa,17,2695.24136808000,1040.63851014000
464,88,882644,GHCND:USC00475091,MARINETTE WI US,185.90000000000,45.09083000000,-87.62917000000,11/28/2005,332,2005,11,12.2,NA,0,NA,7.80000000000,3.30000000000,7.80000000000,Marinette,59,Northeast Region,38,Marinette,75,3702.10311209000,1429.39000291000
465,7,67108,GHCND:USC00470239,ANTIGO WI US,442.00000000000,45.11667000000,-89.15000000000,1/18/1990,18,1990,1,0,25,0,NA,1.70000000000,-7.20000000000,-7.20000000000,Langlade,54,Northern Region,34,Langlade,67,2298.17841611000,887.33164729000
466,282,2440378,GHCND:US1WIDN0002,DOWNING 4.4 NNE WI US,297.20000000000,45.10900000000,-92.09550000000,3/31/2009,90,2009,3,0,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,48,West Central Region,17,Dunn,33,2236.63041097000,863.56782964700
467,93,938537,GHCND:USC00475255,MEDFORD WI US,448.10000000000,45.13333000000,-90.35000000000,2/2/1988,33,1988,2,0,254,0,NA,-15.60000000000,-27.20000000000,-25.00000000000,Taylor,52,Northern Region,61,Taylor,119,2547.27364887000,983.50785435400
468,62,614398,GHCND:USC00473182,GOODRICH 1 E WI US,424.00000000000,45.15000000000,-90.06667000000,3/15/1983,74,1983,3,0,0,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,52,Northern Region,61,Taylor,119,2547.27364887000,983.50785435400
469,623,2821271,GHCND:USR0000WANT,ANTIGO WISCONSIN WI US,456.90000000000,45.15000000000,-89.15000000000,3/1/1999,60,1999,3,NA,NA,NA,-1.1,5.00000000000,-5.60000000000,0.00000000000,NA,54,Northern Region,34,Langlade,67,2298.17841611000,887.33164729000
470,434,2707244,GHCND:US1WICH0003,CORNELL 4.1 W WI US,317.90000000000,45.17020000000,-91.23610000000,6/12/2012,164,2012,6,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,50,West Central Region,9,Chippewa,17,2695.24136808000,1040.63851014000
471,302,2462955,GHCND:US1WILN0002,MERRILL 7.0 W WI US,427.90000000000,45.17750000000,-89.84820000000,3/31/2007,90,2007,3,9.4,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,55,Northern Region,35,Lincoln,69,2346.73394320000,906.07904111100
472,96,976320,GHCND:USC00475364,MERRILL WI US,381.00000000000,45.17860000000,-89.66160000000,12/19/2007,353,2007,12,0,152,0,NA,-1.10000000000,-13.90000000000,-2.80000000000,Lincoln,55,Northern Region,35,Lincoln,69,2346.73394320000,906.07904111100
473,317,2481615,GHCND:US1WIOC0001,MOUNTAIN 1.1 SW WI US,294.40000000000,45.17240000000,-88.48990000000,4/4/2007,94,2007,4,3.6,NA,3,NA,0.00000000000,0.00000000000,0.00000000000,NA,53,Northeast Region,43,Oconto,83,2632.68808648000,1016.48655309000
474,171,1786199,GHCND:USC00479176,WHITE LAKE 1 SE WI US,391.70000000000,45.18167000000,-88.73444000000,11/4/2004,309,2004,11,0,0,0,NA,0.00000000000,0.00000000000,0.00000000000,Langlade,54,Northern Region,34,Langlade,67,2298.17841611000,887.33164729000
475,379,2589732,GHCND:USC00472626,EPHRAIM 1 NE WWTP WI US,223.40000000000,45.17080000000,-87.15360000000,6/15/2012,167,2012,6,0,0,0,NA,21.10000000000,13.90000000000,17.20000000000,Door,51,Northeast Region,15,Door,29,1264.03079342000,488.04501786800
476,558,2774968,GHCND:US1WISC0021,CLEAR LAKE 4.0 S WI US,1345.40000000000,45.19250000000,-92.27860000000,6/6/2014,157,2014,6,9.4,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,49,West Central Region,56,Saint Croix,109,1905.92041506000,735.87998636000
477,134,1375529,GHCND:USC00477174,RIDGELAND 1 NNE WI US,329.20000000000,45.21667000000,-91.88333000000,2/8/1984,39,1984,2,0,482.6,0,NA,-1.70000000000,-26.10000000000,-6.10000000000,Barron,57,Northern Region,3,Barron,5,2304.01349974000,889.58458567400
478,70,706618,GHCND:USC00473698,HOLCOMBE WI US,312.40000000000,45.22940000000,-91.13530000000,8/3/2009,215,2009,8,9.7,0,0,NA,25.00000000000,12.20000000000,16.10000000000,Chippewa,50,West Central Region,9,Chippewa,17,2695.24136808000,1040.63851014000
479,463,2720965,GHCND:US1WIDR0006,SISTER BAY 1.3 NNE WI US,213.40000000000,45.20300000000,-87.11330000000,10/6/2014,279,2014,10,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,51,Northeast Region,15,Door,29,1264.03079342000,488.04501786800
480,491,2734728,GHCND:US1WILN0003,GLEASON 5.3 SE WI US,446.20000000000,45.25080000000,-89.42510000000,3/11/2014,70,2014,3,0,574,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,54,Northern Region,34,Langlade,67,2298.17841611000,887.33164729000
481,424,2700788,GHCND:US1WIBR0011,CHETEK 5.7 SW WI US,312.70000000000,45.25190000000,-91.72590000000,8/17/2015,229,2015,8,12.4,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,57,Northern Region,3,Barron,5,2304.01349974000,889.58458567400
482,534,2761338,GHCND:US1WIPK0019,AMERY 3.0 S WI US,343.50000000000,45.26020000000,-92.36200000000,6/1/2015,152,2015,6,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,58,Northern Region,49,Polk,95,2477.35268389000,956.51121884300
483,462,2720474,GHCND:US1WIDR0005,ELLISON BAY 2.2 E WI US,198.40000000000,45.25750000000,-87.02670000000,5/6/2014,126,2014,5,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,51,Northeast Region,15,Door,29,1264.03079342000,488.04501786800
484,261,2406574,GHCND:US1WIBR0002,CHETEK 2.0 SE WI US,321.00000000000,45.29430000000,-91.62470000000,11/27/2013,331,2013,11,0,0,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,57,Northern Region,3,Barron,5,2304.01349974000,889.58458567400
485,201,2101418,GHCND:USC00477745,SHELDON WI US,342.90000000000,45.31030000000,-90.95820000000,4/18/2010,108,2010,4,0,0,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,56,Northern Region,55,Rusk,107,2409.93094472000,930.47953981500
